isNode,name,x,y,color,radius,community,from,to
true,259,,,,,,,
true,260,,,,,,,
true,261,,,,,,,
true,262,,,,,,,
true,263,,,,,,,
true,264,,,,,,,
true,265,,,,,,,
true,266,,,,,,,
true,267,,,,,,,
true,268,,,,,,,
true,269,,,,,,,
true,270,,,,,,,
true,271,,,,,,,
true,272,,,,,,,
true,273,,,,,,,
true,274,,,,,,,
true,275,,,,,,,
true,276,,,,,,,
true,277,,,,,,,
true,278,,,,,,,
true,279,,,,,,,
true,280,,,,,,,
true,281,,,,,,,
true,282,,,,,,,
true,283,,,,,,,
true,284,,,,,,,
true,285,,,,,,,
true,286,,,,,,,
true,287,,,,,,,
true,288,,,,,,,
true,289,,,,,,,
true,290,,,,,,,
true,291,,,,,,,
true,292,,,,,,,
true,293,,,,,,,
true,294,,,,,,,
true,295,,,,,,,
true,296,,,,,,,
true,297,,,,,,,
true,298,,,,,,,
true,299,,,,,,,
true,300,,,,,,,
true,301,,,,,,,
true,302,,,,,,,
true,303,,,,,,,
true,304,,,,,,,
true,305,,,,,,,
true,306,,,,,,,
true,307,,,,,,,
true,308,,,,,,,
true,309,,,,,,,
true,310,,,,,,,
true,311,,,,,,,
true,312,,,,,,,
true,313,,,,,,,
true,314,,,,,,,
true,315,,,,,,,
true,316,,,,,,,
true,317,,,,,,,
true,318,,,,,,,
true,319,,,,,,,
true,320,,,,,,,
true,321,,,,,,,
true,322,,,,,,,
true,323,,,,,,,
true,324,,,,,,,
true,325,,,,,,,
true,326,,,,,,,
true,327,,,,,,,
true,328,,,,,,,
true,329,,,,,,,
true,330,,,,,,,
true,331,,,,,,,
true,332,,,,,,,
true,333,,,,,,,
true,334,,,,,,,
true,335,,,,,,,
true,336,,,,,,,
true,337,,,,,,,
true,338,,,,,,,
true,339,,,,,,,
true,340,,,,,,,
true,341,,,,,,,
true,342,,,,,,,
true,343,,,,,,,
true,344,,,,,,,
true,345,,,,,,,
true,346,,,,,,,
true,347,,,,,,,
true,348,,,,,,,
true,349,,,,,,,
true,350,,,,,,,
true,351,,,,,,,
true,352,,,,,,,
true,353,,,,,,,
true,354,,,,,,,
true,355,,,,,,,
true,356,,,,,,,
true,357,,,,,,,
true,358,,,,,,,
true,359,,,,,,,
true,360,,,,,,,
true,361,,,,,,,
true,362,,,,,,,
true,363,,,,,,,
true,364,,,,,,,
true,365,,,,,,,
true,366,,,,,,,
true,367,,,,,,,
true,368,,,,,,,
true,369,,,,,,,
true,370,,,,,,,
true,371,,,,,,,
true,372,,,,,,,
true,373,,,,,,,
true,374,,,,,,,
true,375,,,,,,,
true,376,,,,,,,
true,377,,,,,,,
true,378,,,,,,,
true,379,,,,,,,
true,380,,,,,,,
true,381,,,,,,,
true,382,,,,,,,
true,383,,,,,,,
true,384,,,,,,,
true,385,,,,,,,
true,386,,,,,,,
true,387,,,,,,,
true,388,,,,,,,
true,389,,,,,,,
true,390,,,,,,,
true,391,,,,,,,
true,392,,,,,,,
true,393,,,,,,,
true,394,,,,,,,
true,395,,,,,,,
true,396,,,,,,,
true,397,,,,,,,
true,398,,,,,,,
true,399,,,,,,,
true,400,,,,,,,
true,401,,,,,,,
true,402,,,,,,,
true,403,,,,,,,
true,404,,,,,,,
true,405,,,,,,,
true,406,,,,,,,
true,407,,,,,,,
true,408,,,,,,,
true,409,,,,,,,
true,410,,,,,,,
true,411,,,,,,,
true,412,,,,,,,
true,413,,,,,,,
true,414,,,,,,,
true,415,,,,,,,
true,416,,,,,,,
true,417,,,,,,,
true,418,,,,,,,
true,419,,,,,,,
true,420,,,,,,,
true,421,,,,,,,
true,422,,,,,,,
true,423,,,,,,,
true,424,,,,,,,
true,425,,,,,,,
true,426,,,,,,,
true,427,,,,,,,
true,428,,,,,,,
true,429,,,,,,,
true,430,,,,,,,
true,431,,,,,,,
true,432,,,,,,,
true,433,,,,,,,
true,434,,,,,,,
true,435,,,,,,,
true,436,,,,,,,
true,437,,,,,,,
true,438,,,,,,,
true,439,,,,,,,
true,440,,,,,,,
true,441,,,,,,,
true,442,,,,,,,
true,443,,,,,,,
true,444,,,,,,,
true,445,,,,,,,
true,446,,,,,,,
true,447,,,,,,,
true,448,,,,,,,
true,449,,,,,,,
true,450,,,,,,,
true,451,,,,,,,
true,452,,,,,,,
true,453,,,,,,,
true,454,,,,,,,
true,455,,,,,,,
true,456,,,,,,,
true,457,,,,,,,
true,458,,,,,,,
true,459,,,,,,,
true,460,,,,,,,
true,461,,,,,,,
true,462,,,,,,,
true,463,,,,,,,
true,464,,,,,,,
true,465,,,,,,,
true,466,,,,,,,
true,467,,,,,,,
true,468,,,,,,,
true,469,,,,,,,
true,470,,,,,,,
true,471,,,,,,,
true,472,,,,,,,
true,473,,,,,,,
true,474,,,,,,,
true,475,,,,,,,
true,476,,,,,,,
true,477,,,,,,,
true,478,,,,,,,
true,479,,,,,,,
true,480,,,,,,,
true,481,,,,,,,
true,482,,,,,,,
true,483,,,,,,,
true,484,,,,,,,
true,485,,,,,,,
true,486,,,,,,,
true,487,,,,,,,
true,488,,,,,,,
true,489,,,,,,,
true,490,,,,,,,
true,491,,,,,,,
true,492,,,,,,,
true,493,,,,,,,
true,494,,,,,,,
true,495,,,,,,,
true,496,,,,,,,
true,497,,,,,,,
true,498,,,,,,,
true,499,,,,,,,
true,500,,,,,,,
true,501,,,,,,,
true,502,,,,,,,
true,503,,,,,,,
true,504,,,,,,,
true,505,,,,,,,
true,506,,,,,,,
true,507,,,,,,,
true,508,,,,,,,
true,509,,,,,,,
true,510,,,,,,,
true,511,,,,,,,
true,512,,,,,,,
true,513,,,,,,,
true,514,,,,,,,
true,515,,,,,,,
true,516,,,,,,,
true,517,,,,,,,
true,518,,,,,,,
true,519,,,,,,,
true,520,,,,,,,
true,521,,,,,,,
true,522,,,,,,,
true,523,,,,,,,
true,524,,,,,,,
true,525,,,,,,,
true,526,,,,,,,
true,527,,,,,,,
true,528,,,,,,,
true,529,,,,,,,
true,530,,,,,,,
true,531,,,,,,,
true,532,,,,,,,
true,533,,,,,,,
true,534,,,,,,,
true,535,,,,,,,
true,536,,,,,,,
true,537,,,,,,,
true,538,,,,,,,
true,539,,,,,,,
true,540,,,,,,,
true,541,,,,,,,
true,542,,,,,,,
true,543,,,,,,,
true,544,,,,,,,
true,545,,,,,,,
true,546,,,,,,,
true,547,,,,,,,
true,548,,,,,,,
true,549,,,,,,,
true,550,,,,,,,
true,551,,,,,,,
true,552,,,,,,,
true,553,,,,,,,
true,554,,,,,,,
true,555,,,,,,,
true,556,,,,,,,
true,557,,,,,,,
true,558,,,,,,,
true,559,,,,,,,
true,560,,,,,,,
true,561,,,,,,,
true,562,,,,,,,
true,563,,,,,,,
true,564,,,,,,,
true,565,,,,,,,
true,566,,,,,,,
true,567,,,,,,,
true,568,,,,,,,
true,569,,,,,,,
true,570,,,,,,,
true,571,,,,,,,
true,572,,,,,,,
true,573,,,,,,,
true,574,,,,,,,
true,575,,,,,,,
true,576,,,,,,,
true,577,,,,,,,
true,578,,,,,,,
true,579,,,,,,,
true,580,,,,,,,
true,581,,,,,,,
true,582,,,,,,,
true,583,,,,,,,
true,584,,,,,,,
true,585,,,,,,,
true,586,,,,,,,
true,587,,,,,,,
true,588,,,,,,,
true,589,,,,,,,
true,590,,,,,,,
true,591,,,,,,,
true,592,,,,,,,
true,593,,,,,,,
true,594,,,,,,,
true,595,,,,,,,
true,596,,,,,,,
true,597,,,,,,,
true,598,,,,,,,
true,599,,,,,,,
true,600,,,,,,,
true,601,,,,,,,
true,602,,,,,,,
true,603,,,,,,,
true,604,,,,,,,
true,605,,,,,,,
true,606,,,,,,,
true,607,,,,,,,
true,608,,,,,,,
true,609,,,,,,,
true,610,,,,,,,
true,611,,,,,,,
true,612,,,,,,,
true,613,,,,,,,
true,614,,,,,,,
true,615,,,,,,,
true,616,,,,,,,
true,617,,,,,,,
true,618,,,,,,,
true,619,,,,,,,
true,620,,,,,,,
true,621,,,,,,,
true,622,,,,,,,
true,623,,,,,,,
true,624,,,,,,,
true,625,,,,,,,
true,626,,,,,,,
true,627,,,,,,,
true,628,,,,,,,
true,629,,,,,,,
true,630,,,,,,,
true,631,,,,,,,
true,632,,,,,,,
true,633,,,,,,,
true,634,,,,,,,
true,635,,,,,,,
true,636,,,,,,,
true,637,,,,,,,
true,638,,,,,,,
true,639,,,,,,,
true,640,,,,,,,
true,641,,,,,,,
true,642,,,,,,,
true,643,,,,,,,
true,644,,,,,,,
true,645,,,,,,,
true,646,,,,,,,
true,647,,,,,,,
true,648,,,,,,,
true,649,,,,,,,
true,650,,,,,,,
true,651,,,,,,,
true,652,,,,,,,
true,653,,,,,,,
true,654,,,,,,,
true,655,,,,,,,
true,656,,,,,,,
true,657,,,,,,,
true,658,,,,,,,
true,659,,,,,,,
true,660,,,,,,,
true,661,,,,,,,
true,662,,,,,,,
true,663,,,,,,,
true,664,,,,,,,
true,665,,,,,,,
true,666,,,,,,,
true,667,,,,,,,
true,668,,,,,,,
true,669,,,,,,,
true,670,,,,,,,
true,671,,,,,,,
true,672,,,,,,,
true,673,,,,,,,
true,674,,,,,,,
true,675,,,,,,,
true,676,,,,,,,
true,677,,,,,,,
true,678,,,,,,,
true,679,,,,,,,
true,680,,,,,,,
true,681,,,,,,,
true,682,,,,,,,
true,683,,,,,,,
true,684,,,,,,,
true,685,,,,,,,
true,686,,,,,,,
true,687,,,,,,,
true,688,,,,,,,
true,689,,,,,,,
true,690,,,,,,,
true,691,,,,,,,
true,692,,,,,,,
true,693,,,,,,,
true,694,,,,,,,
true,695,,,,,,,
true,696,,,,,,,
true,697,,,,,,,
true,698,,,,,,,
true,699,,,,,,,
true,700,,,,,,,
true,701,,,,,,,
true,702,,,,,,,
true,703,,,,,,,
true,704,,,,,,,
true,705,,,,,,,
true,706,,,,,,,
true,707,,,,,,,
true,708,,,,,,,
true,709,,,,,,,
true,710,,,,,,,
true,711,,,,,,,
true,712,,,,,,,
true,713,,,,,,,
true,714,,,,,,,
true,715,,,,,,,
true,716,,,,,,,
true,717,,,,,,,
true,718,,,,,,,
true,719,,,,,,,
true,720,,,,,,,
true,721,,,,,,,
true,722,,,,,,,
true,723,,,,,,,
true,724,,,,,,,
true,725,,,,,,,
true,726,,,,,,,
true,727,,,,,,,
true,728,,,,,,,
true,729,,,,,,,
true,730,,,,,,,
true,731,,,,,,,
true,732,,,,,,,
true,733,,,,,,,
true,734,,,,,,,
true,735,,,,,,,
true,736,,,,,,,
true,737,,,,,,,
true,738,,,,,,,
true,739,,,,,,,
true,740,,,,,,,
true,741,,,,,,,
true,742,,,,,,,
true,743,,,,,,,
true,744,,,,,,,
true,745,,,,,,,
true,746,,,,,,,
true,747,,,,,,,
true,748,,,,,,,
true,749,,,,,,,
true,750,,,,,,,
true,751,,,,,,,
true,752,,,,,,,
true,753,,,,,,,
true,754,,,,,,,
true,755,,,,,,,
true,756,,,,,,,
true,757,,,,,,,
true,758,,,,,,,
true,759,,,,,,,
true,760,,,,,,,
true,761,,,,,,,
true,762,,,,,,,
true,763,,,,,,,
true,764,,,,,,,
true,765,,,,,,,
true,766,,,,,,,
true,767,,,,,,,
true,768,,,,,,,
true,769,,,,,,,
true,770,,,,,,,
true,771,,,,,,,
true,772,,,,,,,
true,773,,,,,,,
true,774,,,,,,,
true,775,,,,,,,
true,776,,,,,,,
true,777,,,,,,,
true,778,,,,,,,
true,779,,,,,,,
true,780,,,,,,,
true,781,,,,,,,
true,782,,,,,,,
true,783,,,,,,,
true,784,,,,,,,
true,785,,,,,,,
true,786,,,,,,,
true,787,,,,,,,
true,788,,,,,,,
true,789,,,,,,,
true,790,,,,,,,
true,791,,,,,,,
true,792,,,,,,,
true,793,,,,,,,
true,794,,,,,,,
true,795,,,,,,,
true,796,,,,,,,
true,797,,,,,,,
true,798,,,,,,,
true,799,,,,,,,
true,800,,,,,,,
true,801,,,,,,,
true,802,,,,,,,
true,803,,,,,,,
true,804,,,,,,,
true,805,,,,,,,
true,806,,,,,,,
true,807,,,,,,,
true,808,,,,,,,
true,809,,,,,,,
true,810,,,,,,,
true,811,,,,,,,
true,812,,,,,,,
true,813,,,,,,,
true,814,,,,,,,
true,815,,,,,,,
true,816,,,,,,,
true,817,,,,,,,
true,818,,,,,,,
true,819,,,,,,,
true,820,,,,,,,
true,821,,,,,,,
true,822,,,,,,,
true,823,,,,,,,
true,824,,,,,,,
true,825,,,,,,,
true,826,,,,,,,
true,827,,,,,,,
true,828,,,,,,,
true,829,,,,,,,
true,830,,,,,,,
true,831,,,,,,,
true,832,,,,,,,
true,833,,,,,,,
true,834,,,,,,,
true,835,,,,,,,
true,836,,,,,,,
true,837,,,,,,,
true,838,,,,,,,
true,839,,,,,,,
true,840,,,,,,,
true,841,,,,,,,
true,842,,,,,,,
true,843,,,,,,,
true,844,,,,,,,
true,845,,,,,,,
true,846,,,,,,,
true,847,,,,,,,
true,848,,,,,,,
true,849,,,,,,,
true,850,,,,,,,
true,851,,,,,,,
true,852,,,,,,,
true,853,,,,,,,
true,854,,,,,,,
true,855,,,,,,,
true,856,,,,,,,
true,857,,,,,,,
true,858,,,,,,,
true,859,,,,,,,
true,860,,,,,,,
true,861,,,,,,,
true,862,,,,,,,
true,863,,,,,,,
true,864,,,,,,,
true,865,,,,,,,
true,866,,,,,,,
true,867,,,,,,,
true,868,,,,,,,
true,869,,,,,,,
true,870,,,,,,,
true,871,,,,,,,
true,872,,,,,,,
true,873,,,,,,,
true,874,,,,,,,
true,875,,,,,,,
true,876,,,,,,,
true,877,,,,,,,
true,878,,,,,,,
true,879,,,,,,,
true,880,,,,,,,
true,881,,,,,,,
true,882,,,,,,,
true,883,,,,,,,
true,884,,,,,,,
true,885,,,,,,,
true,886,,,,,,,
true,887,,,,,,,
true,888,,,,,,,
true,889,,,,,,,
true,890,,,,,,,
true,891,,,,,,,
true,892,,,,,,,
true,893,,,,,,,
true,894,,,,,,,
true,895,,,,,,,
true,896,,,,,,,
true,897,,,,,,,
true,898,,,,,,,
true,899,,,,,,,
true,900,,,,,,,
true,901,,,,,,,
true,902,,,,,,,
true,903,,,,,,,
true,904,,,,,,,
true,905,,,,,,,
true,906,,,,,,,
true,907,,,,,,,
true,908,,,,,,,
true,909,,,,,,,
true,910,,,,,,,
true,911,,,,,,,
true,912,,,,,,,
true,913,,,,,,,
true,914,,,,,,,
true,915,,,,,,,
true,916,,,,,,,
true,917,,,,,,,
true,918,,,,,,,
true,919,,,,,,,
true,920,,,,,,,
true,921,,,,,,,
true,922,,,,,,,
true,923,,,,,,,
true,924,,,,,,,
true,925,,,,,,,
true,926,,,,,,,
true,927,,,,,,,
true,928,,,,,,,
true,929,,,,,,,
true,930,,,,,,,
true,931,,,,,,,
true,932,,,,,,,
true,933,,,,,,,
true,934,,,,,,,
true,935,,,,,,,
true,936,,,,,,,
true,937,,,,,,,
true,938,,,,,,,
true,939,,,,,,,
true,940,,,,,,,
true,941,,,,,,,
true,942,,,,,,,
true,943,,,,,,,
true,944,,,,,,,
true,945,,,,,,,
true,946,,,,,,,
true,947,,,,,,,
true,948,,,,,,,
true,949,,,,,,,
true,950,,,,,,,
true,951,,,,,,,
true,952,,,,,,,
true,953,,,,,,,
true,954,,,,,,,
true,955,,,,,,,
true,956,,,,,,,
true,957,,,,,,,
true,958,,,,,,,
true,959,,,,,,,
true,960,,,,,,,
true,961,,,,,,,
true,962,,,,,,,
true,963,,,,,,,
true,964,,,,,,,
true,965,,,,,,,
true,966,,,,,,,
true,967,,,,,,,
true,968,,,,,,,
true,969,,,,,,,
true,970,,,,,,,
true,971,,,,,,,
true,972,,,,,,,
true,973,,,,,,,
true,974,,,,,,,
true,975,,,,,,,
true,976,,,,,,,
true,977,,,,,,,
true,978,,,,,,,
true,979,,,,,,,
true,980,,,,,,,
true,981,,,,,,,
true,982,,,,,,,
true,983,,,,,,,
true,984,,,,,,,
true,985,,,,,,,
true,986,,,,,,,
true,987,,,,,,,
true,988,,,,,,,
true,989,,,,,,,
true,990,,,,,,,
true,991,,,,,,,
true,992,,,,,,,
true,993,,,,,,,
true,994,,,,,,,
true,995,,,,,,,
true,996,,,,,,,
true,997,,,,,,,
true,998,,,,,,,
true,999,,,,,,,
true,1000,,,,,,,
true,1001,,,,,,,
true,1002,,,,,,,
true,1003,,,,,,,
true,1004,,,,,,,
true,1005,,,,,,,
true,1006,,,,,,,
true,1007,,,,,,,
true,1008,,,,,,,
true,1009,,,,,,,
true,1010,,,,,,,
true,1011,,,,,,,
true,1012,,,,,,,
true,1013,,,,,,,
true,1014,,,,,,,
true,1015,,,,,,,
true,1016,,,,,,,
true,1017,,,,,,,
true,1018,,,,,,,
true,1019,,,,,,,
true,1020,,,,,,,
true,1021,,,,,,,
true,1022,,,,,,,
true,1023,,,,,,,
true,1024,,,,,,,
true,1025,,,,,,,
true,1026,,,,,,,
true,1027,,,,,,,
true,1028,,,,,,,
true,1029,,,,,,,
true,1030,,,,,,,
true,1031,,,,,,,
true,1032,,,,,,,
true,1033,,,,,,,
true,1034,,,,,,,
true,1035,,,,,,,
true,1036,,,,,,,
true,1037,,,,,,,
true,1038,,,,,,,
true,1039,,,,,,,
true,1040,,,,,,,
true,1041,,,,,,,
true,1042,,,,,,,
true,1043,,,,,,,
true,1044,,,,,,,
true,1045,,,,,,,
true,1046,,,,,,,
true,1047,,,,,,,
true,1048,,,,,,,
true,1049,,,,,,,
true,1050,,,,,,,
true,1051,,,,,,,
true,1052,,,,,,,
true,1053,,,,,,,
true,1054,,,,,,,
true,1055,,,,,,,
true,1056,,,,,,,
true,1057,,,,,,,
true,1058,,,,,,,
true,1059,,,,,,,
true,1060,,,,,,,
true,1061,,,,,,,
true,1062,,,,,,,
true,1063,,,,,,,
true,1064,,,,,,,
true,1065,,,,,,,
true,1066,,,,,,,
true,1067,,,,,,,
true,1068,,,,,,,
true,1069,,,,,,,
true,1070,,,,,,,
true,1071,,,,,,,
true,1072,,,,,,,
true,1073,,,,,,,
true,1074,,,,,,,
true,1075,,,,,,,
true,1076,,,,,,,
true,1077,,,,,,,
true,1078,,,,,,,
true,1079,,,,,,,
true,1080,,,,,,,
true,1081,,,,,,,
true,1082,,,,,,,
true,1083,,,,,,,
true,1084,,,,,,,
true,1085,,,,,,,
true,1086,,,,,,,
true,1087,,,,,,,
true,1088,,,,,,,
true,1089,,,,,,,
true,1090,,,,,,,
true,1091,,,,,,,
true,1092,,,,,,,
true,1093,,,,,,,
true,1094,,,,,,,
true,1095,,,,,,,
true,1096,,,,,,,
true,1097,,,,,,,
true,1098,,,,,,,
true,1099,,,,,,,
true,1100,,,,,,,
true,1101,,,,,,,
true,1102,,,,,,,
true,1103,,,,,,,
true,1104,,,,,,,
true,1105,,,,,,,
true,1106,,,,,,,
true,1107,,,,,,,
true,1108,,,,,,,
true,1109,,,,,,,
true,1110,,,,,,,
true,1111,,,,,,,
true,1112,,,,,,,
true,1113,,,,,,,
true,1114,,,,,,,
true,1115,,,,,,,
true,1116,,,,,,,
true,1117,,,,,,,
true,1118,,,,,,,
true,1119,,,,,,,
true,1120,,,,,,,
true,1121,,,,,,,
true,1122,,,,,,,
true,1123,,,,,,,
true,1124,,,,,,,
true,1125,,,,,,,
true,1126,,,,,,,
true,1127,,,,,,,
true,1128,,,,,,,
true,1129,,,,,,,
true,1130,,,,,,,
true,1131,,,,,,,
true,1132,,,,,,,
true,1133,,,,,,,
true,1134,,,,,,,
true,1135,,,,,,,
true,1136,,,,,,,
true,1137,,,,,,,
true,1138,,,,,,,
true,1139,,,,,,,
true,1140,,,,,,,
true,1141,,,,,,,
true,1142,,,,,,,
true,1143,,,,,,,
true,1144,,,,,,,
true,1145,,,,,,,
true,1146,,,,,,,
true,1147,,,,,,,
true,1148,,,,,,,
true,1149,,,,,,,
true,1150,,,,,,,
true,1151,,,,,,,
true,1152,,,,,,,
true,1153,,,,,,,
true,1154,,,,,,,
true,1155,,,,,,,
true,1156,,,,,,,
true,1157,,,,,,,
true,1158,,,,,,,
true,1159,,,,,,,
true,1160,,,,,,,
true,1161,,,,,,,
true,1162,,,,,,,
true,1163,,,,,,,
true,1164,,,,,,,
true,1165,,,,,,,
true,1166,,,,,,,
true,1167,,,,,,,
true,1168,,,,,,,
true,1169,,,,,,,
true,1170,,,,,,,
true,1171,,,,,,,
true,1172,,,,,,,
true,1173,,,,,,,
true,1174,,,,,,,
true,1175,,,,,,,
true,1176,,,,,,,
true,1177,,,,,,,
true,1178,,,,,,,
true,1179,,,,,,,
true,1180,,,,,,,
true,1181,,,,,,,
true,1182,,,,,,,
true,1183,,,,,,,
true,1184,,,,,,,
true,1185,,,,,,,
true,1186,,,,,,,
true,1187,,,,,,,
true,1188,,,,,,,
true,1189,,,,,,,
true,1190,,,,,,,
true,1191,,,,,,,
true,1192,,,,,,,
true,1193,,,,,,,
true,1194,,,,,,,
true,1195,,,,,,,
true,1196,,,,,,,
true,1197,,,,,,,
true,1198,,,,,,,
true,1199,,,,,,,
true,1200,,,,,,,
true,1201,,,,,,,
true,1202,,,,,,,
true,1203,,,,,,,
true,1204,,,,,,,
true,1205,,,,,,,
true,1206,,,,,,,
true,1207,,,,,,,
true,1208,,,,,,,
true,1209,,,,,,,
true,1210,,,,,,,
true,1211,,,,,,,
true,1212,,,,,,,
true,1213,,,,,,,
true,1214,,,,,,,
true,1215,,,,,,,
true,1216,,,,,,,
true,1217,,,,,,,
true,1218,,,,,,,
true,1219,,,,,,,
true,1220,,,,,,,
true,1221,,,,,,,
true,1222,,,,,,,
true,1223,,,,,,,
true,1224,,,,,,,
true,1225,,,,,,,
true,1226,,,,,,,
true,1227,,,,,,,
true,1228,,,,,,,
true,1229,,,,,,,
true,1230,,,,,,,
true,1231,,,,,,,
true,1232,,,,,,,
true,1233,,,,,,,
true,1234,,,,,,,
true,1235,,,,,,,
true,1236,,,,,,,
true,1237,,,,,,,
true,1238,,,,,,,
true,1239,,,,,,,
true,1240,,,,,,,
true,1241,,,,,,,
true,1242,,,,,,,
true,1243,,,,,,,
true,1244,,,,,,,
true,1245,,,,,,,
