isNode,name,x,y,color,radius,community,from,to
false,52,,,,,,Shmuddel,Grin
false,53,,,,,,Shmuddel,Scabs
false,54,,,,,,SMN5,Patchback
false,55,,,,,,SN100,Beescratch
false,56,,,,,,SN100,Kringel
false,57,,,,,,SN100,MN60
false,58,,,,,,SN4,Double
false,59,,,,,,SN4,Grin
false,60,,,,,,SN4,Hook
false,61,,,,,,SN4,MN105
false,62,,,,,,SN4,Scabs
false,63,,,,,,SN4,Shmuddel
false,64,,,,,,SN4,SN100
false,65,,,,,,SN63,Grin
false,66,,,,,,SN63,Hook
false,67,,,,,,SN63,Kringel
false,68,,,,,,SN63,Scabs
false,69,,,,,,SN89,SN100
false,70,,,,,,SN9,Beak
false,71,,,,,,SN9,DN63
false,72,,,,,,SN9,Grin
false,73,,,,,,SN9,Haecksel
false,74,,,,,,SN9,Scabs
false,75,,,,,,SN9,SN100
false,76,,,,,,SN9,SN4
false,77,,,,,,SN90,Beescratch
false,78,,,,,,SN90,Feather
false,79,,,,,,SN90,Gallatin
false,80,,,,,,SN96,Beak
false,81,,,,,,SN96,Bumper
false,82,,,,,,SN96,Fish
false,83,,,,,,SN96,PL
false,84,,,,,,Stripes,Grin
false,85,,,,,,Stripes,Patchback
false,86,,,,,,Stripes,Scabs
false,87,,,,,,Stripes,SN4
false,88,,,,,,Stripes,SN63
false,89,,,,,,Thumper,Bumper
false,90,,,,,,Thumper,Kringel
false,91,,,,,,Thumper,Shmuddel
false,92,,,,,,Thumper,SN63
false,93,,,,,,Topless,Double
false,94,,,,,,Topless,Haecksel
false,95,,,,,,Topless,Jonah
false,96,,,,,,Topless,MN105
false,97,,,,,,Topless,MN60
false,98,,,,,,Topless,MN83
false,99,,,,,,Topless,Patchback
false,100,,,,,,Topless,SN4
false,101,,,,,,TR120,Stripes
false,102,,,,,,TR77,Beak
false,103,,,,,,TR77,Fish
false,104,,,,,,TR77,Kringel
false,105,,,,,,TR77,Oscar
false,106,,,,,,TR77,PL
false,107,,,,,,TR77,SN96
false,108,,,,,,TR88,Shmuddel
false,109,,,,,,TR88,TR120
false,110,,,,,,TR99,Grin
false,111,,,,,,TR99,Hook
false,112,,,,,,TR99,Kringel
false,113,,,,,,TR99,Scabs
false,114,,,,,,TR99,SN96
false,115,,,,,,TR99,Topless
false,116,,,,,,Trigger,Cross
false,117,,,,,,Trigger,Five
false,118,,,,,,Trigger,Jonah
false,119,,,,,,Trigger,MN105
false,120,,,,,,Trigger,MN60
false,121,,,,,,Trigger,MN83
false,122,,,,,,Trigger,Patchback
false,123,,,,,,Trigger,Topless
false,124,,,,,,Trigger,TR99
false,125,,,,,,TSN103,Grin
false,126,,,,,,TSN103,Patchback
false,127,,,,,,TSN103,SN63
false,128,,,,,,TSN103,SN9
false,129,,,,,,TSN83,Stripes
false,130,,,,,,Upbang,Beescratch
false,131,,,,,,Upbang,DN21
false,132,,,,,,Upbang,DN63
false,133,,,,,,Upbang,Gallatin
false,134,,,,,,Upbang,Knit
false,135,,,,,,Upbang,SN90
false,136,,,,,,Vau,Haecksel
false,137,,,,,,Vau,Trigger
false,138,,,,,,Wave,DN16
false,139,,,,,,Wave,DN21
false,140,,,,,,Web,DN16
false,141,,,,,,Web,DN21
false,142,,,,,,Web,Feather
false,143,,,,,,Web,Gallatin
false,144,,,,,,Web,Jet
false,145,,,,,,Web,SN89
false,146,,,,,,Web,SN90
false,147,,,,,,Web,TR82
false,148,,,,,,Web,Upbang
false,149,,,,,,Whitetip,SN63
false,150,,,,,,Zap,CCL
false,151,,,,,,Zap,Double
false,152,,,,,,Zap,Haecksel
false,153,,,,,,Zap,SN100
false,154,,,,,,Zap,Topless
false,155,,,,,,Zig,Ripplefluke
false,156,,,,,,Zipfel,Bumper
false,157,,,,,,Zipfel,SN4
false,158,,,,,,Zipfel,TSN83
