isNode,name,x,y,color,radius,community,from,to
false,15,,,,,,Northwestern,NorthernIllinois
false,16,,,,,,Northwestern,Iowa
false,17,,,,,,WesternMichigan,Iowa
false,18,,,,,,WesternMichigan,NorthernIllinois
false,19,,,,,,Wisconsin,WesternMichigan
false,20,,,,,,Wisconsin,Northwestern
false,21,,,,,,Wisconsin,Iowa
false,22,,,,,,Wyoming,NewMexico
false,23,,,,,,Wyoming,SanDiegoState
false,24,,,,,,Wyoming,BrighamYoung
false,25,,,,,,Auburn,Wyoming
false,26,,,,,,Auburn,NorthernIllinois
false,27,,,,,,Akron,NorthernIllinois
false,28,,,,,,VirginiaTech,Akron
false,29,,,,,,Alabama,Auburn
false,30,,,,,,UCLA,Alabama
false,31,,,,,,UCLA,ArizonaState
false,32,,,,,,UCLA,SouthernCalifornia
false,33,,,,,,Arizona,SanDiegoState
false,34,,,,,,Arizona,SouthernCalifornia
false,35,,,,,,Arizona,UCLA
false,36,,,,,,Arizona,ArizonaState
false,37,,,,,,Utah,Arizona
false,38,,,,,,Utah,SanDiegoState
false,39,,,,,,Utah,NewMexico
false,40,,,,,,Utah,Wyoming
false,41,,,,,,Utah,BrighamYoung
false,42,,,,,,ArkansasState,NorthTexas
false,43,,,,,,NorthCarolinaState,ArkansasState
false,44,,,,,,NorthCarolinaState,FloridaState
false,45,,,,,,BallState,KansasState
false,46,,,,,,BallState,NorthernIllinois
false,47,,,,,,BallState,WesternMichigan
false,48,,,,,,Florida,BallState
false,49,,,,,,Florida,Auburn
false,50,,,,,,Florida,FloridaState
false,51,,,,,,Florida,Auburn
false,52,,,,,,BoiseState,NewMexico
false,53,,,,,,BoiseState,NorthTexas
false,54,,,,,,BoiseState,ArkansasState
false,55,,,,,,BostonCollege,VirginiaTech
false,56,,,,,,WestVirginia,BostonCollege
false,57,,,,,,WestVirginia,VirginiaTech
false,58,,,,,,BowlingGreenState,Akron
false,59,,,,,,Michigan,BowlingGreenState
false,60,,,,,,Michigan,UCLA
false,61,,,,,,Michigan,Wisconsin
false,62,,,,,,Michigan,Northwestern
false,63,,,,,,Michigan,PennState
false,64,,,,,,Virginia,BrighamYoung
false,65,,,,,,Virginia,FloridaState
false,66,,,,,,Virginia,NorthCarolinaState
false,67,,,,,,Virginia,VirginiaTech
false,68,,,,,,Buffalo,BowlingGreenState
false,69,,,,,,Buffalo,BallState
false,70,,,,,,Buffalo,NorthernIllinois
false,71,,,,,,Buffalo,Akron
false,72,,,,,,Syracuse,Buffalo
false,73,,,,,,Syracuse,BrighamYoung
false,74,,,,,,Syracuse,BostonCollege
false,75,,,,,,Syracuse,VirginiaTech
false,76,,,,,,Syracuse,WestVirginia
false,77,,,,,,CentralFlorida,Akron
false,78,,,,,,CentralFlorida,NorthernIllinois
false,79,,,,,,CentralFlorida,Alabama
false,80,,,,,,CentralFlorida,VirginiaTech
false,81,,,,,,GeorgiaTech,CentralFlorida
false,82,,,,,,GeorgiaTech,FloridaState
false,83,,,,,,GeorgiaTech,NorthCarolinaState
false,84,,,,,,GeorgiaTech,Virginia
false,85,,,,,,CentralMichigan,Akron
false,86,,,,,,CentralMichigan,Wyoming
false,87,,,,,,CentralMichigan,BoiseState
false,88,,,,,,CentralMichigan,BallState
false,89,,,,,,CentralMichigan,WesternMichigan
false,90,,,,,,CentralMichigan,NorthernIllinois
false,91,,,,,,Purdue,CentralMichigan
false,92,,,,,,Purdue,PennState
false,93,,,,,,Purdue,Michigan
false,94,,,,,,Purdue,Northwestern
false,95,,,,,,Purdue,Wisconsin
false,96,,,,,,Colorado,SouthernCalifornia
false,97,,,,,,Colorado,KansasState
false,98,,,,,,ColoradoState,Colorado
false,99,,,,,,ColoradoState,ArizonaState
false,100,,,,,,ColoradoState,NewMexico
false,101,,,,,,ColoradoState,Utah
false,102,,,,,,ColoradoState,SanDiegoState
false,103,,,,,,ColoradoState,BrighamYoung
false,104,,,,,,ColoradoState,Wyoming
false,105,,,,,,Connecticut,Buffalo
false,106,,,,,,Connecticut,BostonCollege
false,107,,,,,,Connecticut,Akron
false,108,,,,,,Connecticut,BallState
false,109,,,,,,EasternMichigan,Connecticut
false,110,,,,,,EasternMichigan,CentralFlorida
false,111,,,,,,EasternMichigan,BallState
false,112,,,,,,EasternMichigan,BowlingGreenState
false,113,,,,,,EasternMichigan,CentralMichigan
false,114,,,,,,EasternMichigan,NorthernIllinois
false,115,,,,,,EasternMichigan,WesternMichigan
false,116,,,,,,EastCarolina,VirginiaTech
false,117,,,,,,EastCarolina,Syracuse
false,118,,,,,,EastCarolina,WestVirginia
false,119,,,,,,Duke,EastCarolina
false,120,,,,,,Duke,Northwestern
false,121,,,,,,Duke,Virginia
false,122,,,,,,Duke,FloridaState
false,123,,,,,,Duke,GeorgiaTech
false,124,,,,,,Duke,NorthCarolinaState
false,125,,,,,,FresnoState,UCLA
false,126,,,,,,OhioState,FresnoState
false,127,,,,,,OhioState,Arizona
false,128,,,,,,OhioState,PennState
false,129,,,,,,OhioState,Wisconsin
false,130,,,,,,OhioState,Iowa
false,131,,,,,,OhioState,Purdue
false,132,,,,,,OhioState,Michigan
false,133,,,,,,Houston,EastCarolina
false,134,,,,,,Rice,Houston
false,135,,,,,,Rice,Michigan
false,136,,,,,,Rice,FresnoState
false,137,,,,,,Idaho,WestVirginia
false,138,,,,,,Idaho,ArkansasState
false,139,,,,,,Idaho,NorthTexas
false,140,,,,,,Idaho,BoiseState
false,141,,,,,,Washington,Idaho
false,142,,,,,,Washington,Colorado
false,143,,,,,,Washington,ArizonaState
false,144,,,,,,Washington,Arizona
false,145,,,,,,Washington,UCLA
false,146,,,,,,Kansas,KansasState
false,147,,,,,,Kansas,Colorado
false,148,,,,,,Kansas,TexasTech
false,149,,,,,,SouthernMethodist,Kansas
false,150,,,,,,SouthernMethodist,NorthCarolinaState
false,151,,,,,,SouthernMethodist,Houston
false,152,,,,,,SouthernMethodist,Rice
false,153,,,,,,SouthernMethodist,FresnoState
false,154,,,,,,Kent,Purdue
false,155,,,,,,Kent,BowlingGreenState
false,156,,,,,,Kent,CentralMichigan
false,157,,,,,,Kent,WesternMichigan
false,158,,,,,,Kent,Buffalo
false,159,,,,,,Kent,Akron
false,160,,,,,,Pittsburgh,Kent
false,161,,,,,,Pittsburgh,BowlingGreenState
false,162,,,,,,Pittsburgh,PennState
false,163,,,,,,Pittsburgh,Syracuse
false,164,,,,,,Pittsburgh,BostonCollege
false,165,,,,,,Pittsburgh,VirginiaTech
false,166,,,,,,Pittsburgh,WestVirginia
false,167,,,,,,Kentucky,Florida
false,168,,,,,,Louisville,Kentucky
false,169,,,,,,Louisville,FloridaState
false,170,,,,,,Louisville,Connecticut
false,171,,,,,,Louisville,EastCarolina
false,172,,,,,,Louisville,Houston
false,173,,,,,,LouisianaTech,KansasState
false,174,,,,,,LouisianaTech,PennState
false,175,,,,,,LouisianaTech,Auburn
false,176,,,,,,LouisianaTech,CentralFlorida
false,177,,,,,,LouisianaMonroe,CentralFlorida
false,178,,,,,,LouisianaMonroe,LouisianaTech
false,179,,,,,,Minnesota,LouisianaMonroe
false,180,,,,,,Minnesota,Baylor
false,181,,,,,,Minnesota,Purdue
false,182,,,,,,Minnesota,PennState
false,183,,,,,,Minnesota,OhioState
false,184,,,,,,Minnesota,Northwestern
false,185,,,,,,Minnesota,Wisconsin
false,186,,,,,,Minnesota,Iowa
false,187,,,,,,MiamiOhio,EasternMichigan
false,188,,,,,,MiamiOhio,OhioState
false,189,,,,,,MiamiOhio,Kent
false,190,,,,,,MiamiOhio,Akron
false,191,,,,,,MiamiOhio,BallState
false,192,,,,,,MiamiOhio,BowlingGreenState
false,193,,,,,,MiamiOhio,Buffalo
false,194,,,,,,Vanderbilt,MiamiOhio
false,195,,,,,,Vanderbilt,Alabama
false,196,,,,,,Vanderbilt,Duke
false,197,,,,,,Vanderbilt,Auburn
false,198,,,,,,Vanderbilt,Florida
false,199,,,,,,Vanderbilt,Kentucky
false,200,,,,,,MiddleTennesseeState,Florida
false,201,,,,,,MiddleTennesseeState,LouisianaTech
false,202,,,,,,MiddleTennesseeState,LouisianaMonroe
false,203,,,,,,MiddleTennesseeState,Connecticut
false,204,,,,,,Illinois,MiddleTennesseeState
false,205,,,,,,Illinois,SanDiegoState
false,206,,,,,,Illinois,Michigan
false,207,,,,,,Illinois,Minnesota
false,208,,,,,,Illinois,Iowa
false,209,,,,,,Illinois,PennState
false,210,,,,,,Illinois,OhioState
false,211,,,,,,Illinois,Northwestern
false,212,,,,,,MississippiState,BrighamYoung
false,213,,,,,,MississippiState,Florida
false,214,,,,,,MississippiState,Auburn
false,215,,,,,,MississippiState,MiddleTennesseeState
false,216,,,,,,MississippiState,Kentucky
false,217,,,,,,MississippiState,Alabama
false,218,,,,,,Memphis,MississippiState
false,219,,,,,,Memphis,LouisianaMonroe
false,220,,,,,,Memphis,ArkansasState
false,221,,,,,,Memphis,EastCarolina
false,222,,,,,,Memphis,Houston
false,223,,,,,,Nevada,Wyoming
false,224,,,,,,Nevada,ColoradoState
false,225,,,,,,Nevada,FresnoState
false,226,,,,,,Nevada,SouthernMethodist
false,227,,,,,,Nevada,Rice
false,228,,,,,,Oregon,Nevada
false,229,,,,,,Oregon,Wisconsin
false,230,,,,,,Oregon,Idaho
false,231,,,,,,Oregon,UCLA
false,232,,,,,,Oregon,Washington
false,233,,,,,,Oregon,SouthernCalifornia
false,234,,,,,,Oregon,Arizona
false,235,,,,,,Oregon,ArizonaState
false,236,,,,,,NewMexicoState,NewMexico
false,237,,,,,,NewMexicoState,ArkansasState
false,238,,,,,,NewMexicoState,BoiseState
false,239,,,,,,NewMexicoState,Idaho
false,240,,,,,,NewMexicoState,NorthTexas
false,241,,,,,,SouthCarolina,NewMexicoState
false,242,,,,,,SouthCarolina,EasternMichigan
false,243,,,,,,SouthCarolina,MississippiState
false,244,,,,,,SouthCarolina,Alabama
false,245,,,,,,SouthCarolina,Kentucky
false,246,,,,,,SouthCarolina,Vanderbilt
false,247,,,,,,SouthCarolina,Florida
false,248,,,,,,Ohio,Minnesota
false,249,,,,,,Ohio,Akron
false,250,,,,,,Ohio,WesternMichigan
false,251,,,,,,Ohio,Buffalo
false,252,,,,,,Ohio,Kent
false,253,,,,,,Ohio,CentralMichigan
false,254,,,,,,Ohio,MiamiOhio
false,255,,,,,,Ohio,BowlingGreenState
false,256,,,,,,IowaState,Ohio
false,257,,,,,,IowaState,Iowa
false,258,,,,,,IowaState,Baylor
false,259,,,,,,IowaState,KansasState
false,260,,,,,,IowaState,Colorado
false,261,,,,,,IowaState,Kansas
false,262,,,,,,SanJoseState,SouthernCalifornia
false,263,,,,,,SanJoseState,Rice
false,264,,,,,,SanJoseState,SouthernMethodist
false,265,,,,,,SanJoseState,Nevada
false,266,,,,,,SanJoseState,FresnoState
false,267,,,,,,Nebraska,SanJoseState
false,268,,,,,,Nebraska,Iowa
false,269,,,,,,Nebraska,IowaState
false,270,,,,,,Nebraska,TexasTech
false,271,,,,,,Nebraska,Baylor
false,272,,,,,,Nebraska,Kansas
false,273,,,,,,Nebraska,KansasState
false,274,,,,,,Nebraska,Colorado
false,275,,,,,,SouthernMississippi,Alabama
false,276,,,,,,SouthernMississippi,Memphis
false,277,,,,,,SouthernMississippi,Houston
false,278,,,,,,SouthernMississippi,Louisville
false,279,,,,,,SouthernMississippi,EastCarolina
false,280,,,,,,Tennessee,SouthernMississippi
false,281,,,,,,Tennessee,Florida
false,282,,,,,,Tennessee,LouisianaMonroe
false,283,,,,,,Tennessee,Alabama
false,284,,,,,,Tennessee,SouthCarolina
false,285,,,,,,Tennessee,Memphis
false,286,,,,,,Tennessee,Kentucky
false,287,,,,,,Tennessee,Vanderbilt
false,288,,,,,,Stanford,SanJoseState
false,289,,,,,,Stanford,Arizona
false,290,,,,,,Stanford,SouthernCalifornia
false,291,,,,,,Stanford,Washington
false,292,,,,,,Stanford,UCLA
false,293,,,,,,Stanford,ArizonaState
false,294,,,,,,WashingtonState,Stanford
false,295,,,,,,WashingtonState,Utah
false,296,,,,,,WashingtonState,Idaho
false,297,,,,,,WashingtonState,BoiseState
false,298,,,,,,WashingtonState,Arizona
false,299,,,,,,WashingtonState,ArizonaState
false,300,,,,,,WashingtonState,Oregon
false,301,,,,,,WashingtonState,SouthernCalifornia
false,302,,,,,,WashingtonState,Washington
false,303,,,,,,Temple,BowlingGreenState
false,304,,,,,,Temple,EasternMichigan
false,305,,,,,,Temple,WestVirginia
false,306,,,,,,Temple,VirginiaTech
false,307,,,,,,Temple,BostonCollege
false,308,,,,,,Temple,Syracuse
false,309,,,,,,Temple,Pittsburgh
false,310,,,,,,Navy,Temple
false,311,,,,,,Navy,GeorgiaTech
false,312,,,,,,Navy,BostonCollege
false,313,,,,,,TexasA&M,Wyoming
false,314,,,,,,TexasA&M,TexasTech
false,315,,,,,,TexasA&M,Colorado
false,316,,,,,,TexasA&M,Baylor
false,317,,,,,,TexasA&M,IowaState
false,318,,,,,,TexasA&M,KansasState
false,319,,,,,,NotreDame,TexasA&M
false,320,,,,,,NotreDame,Nebraska
false,321,,,,,,NotreDame,Purdue
false,322,,,,,,NotreDame,Stanford
false,323,,,,,,NotreDame,Navy
false,324,,,,,,NotreDame,WestVirginia
false,325,,,,,,NotreDame,BostonCollege
false,326,,,,,,NotreDame,SouthernCalifornia
false,327,,,,,,TexasElPaso,SouthernMethodist
false,328,,,,,,TexasElPaso,TexasA&M
false,329,,,,,,TexasElPaso,NewMexicoState
false,330,,,,,,TexasElPaso,SanJoseState
false,331,,,,,,TexasElPaso,FresnoState
false,332,,,,,,TexasElPaso,Nevada
false,333,,,,,,TexasElPaso,Rice
false,334,,,,,,Oklahoma,TexasElPaso
false,335,,,,,,Oklahoma,ArkansasState
false,336,,,,,,Oklahoma,Rice
false,337,,,,,,Oklahoma,Kansas
false,338,,,,,,Oklahoma,KansasState
false,339,,,,,,Oklahoma,Nebraska
false,340,,,,,,Oklahoma,Baylor
false,341,,,,,,Oklahoma,TexasA&M
false,342,,,,,,Oklahoma,TexasTech
false,343,,,,,,Oklahoma,KansasState
false,344,,,,,,Toledo,PennState
false,345,,,,,,Toledo,WesternMichigan
false,346,,,,,,Toledo,CentralMichigan
false,347,,,,,,Toledo,EasternMichigan
false,348,,,,,,Toledo,Navy
false,349,,,,,,Toledo,NorthernIllinois
false,350,,,,,,Toledo,BallState
false,351,,,,,,Toledo,BowlingGreenState
false,352,,,,,,Tulane,EastCarolina
false,353,,,,,,Tulane,SouthernMethodist
false,354,,,,,,Tulane,SouthernMississippi
false,355,,,,,,Tulane,Louisville
false,356,,,,,,Tulane,Houston
false,357,,,,,,Tulane,Navy
false,358,,,,,,Tulane,Memphis
false,359,,,,,,Mississippi,Tulane
false,360,,,,,,Mississippi,Auburn
false,361,,,,,,Mississippi,Vanderbilt
false,362,,,,,,Mississippi,Kentucky
false,363,,,,,,Mississippi,ArkansasState
false,364,,,,,,Mississippi,Alabama
false,365,,,,,,Mississippi,MississippiState
false,366,,,,,,Tulsa,Rice
false,367,,,,,,Tulsa,LouisianaTech
false,368,,,,,,Tulsa,TexasElPaso
false,369,,,,,,Tulsa,NewMexicoState
false,370,,,,,,Tulsa,FresnoState
false,371,,,,,,Tulsa,SouthernMethodist
false,372,,,,,,Tulsa,SanJoseState
false,373,,,,,,Tulsa,Nevada
false,374,,,,,,NorthCarolina,Tulsa
false,375,,,,,,NorthCarolina,FloridaState
false,376,,,,,,NorthCarolina,GeorgiaTech
false,377,,,,,,NorthCarolina,NorthCarolinaState
false,378,,,,,,NorthCarolina,Virginia
false,379,,,,,,NorthCarolina,Pittsburgh
false,380,,,,,,NorthCarolina,Duke
false,381,,,,,,UtahState,TexasTech
false,382,,,,,,UtahState,ArizonaState
false,383,,,,,,UtahState,Utah
false,384,,,,,,UtahState,BrighamYoung
false,385,,,,,,UtahState,NorthTexas
false,386,,,,,,UtahState,Idaho
false,387,,,,,,UtahState,ArkansasState
false,388,,,,,,UtahState,NewMexicoState
false,389,,,,,,UtahState,BoiseState
false,390,,,,,,Army,BostonCollege
false,391,,,,,,Army,Houston
false,392,,,,,,Army,Memphis
false,393,,,,,,Army,NewMexicoState
false,394,,,,,,Army,EastCarolina
false,395,,,,,,Army,Tulane
false,396,,,,,,Army,Louisville
false,397,,,,,,Army,Navy
false,398,,,,,,Cincinnati,Army
false,399,,,,,,Cincinnati,Syracuse
false,400,,,,,,Cincinnati,Wisconsin
false,401,,,,,,Cincinnati,Tulane
false,402,,,,,,Cincinnati,Houston
false,403,,,,,,Cincinnati,Louisville
false,404,,,,,,Cincinnati,MiamiOhio
false,405,,,,,,Cincinnati,Memphis
false,406,,,,,,Cincinnati,SouthernMississippi
false,407,,,,,,AirForce,BrighamYoung
false,408,,,,,,AirForce,Utah
false,409,,,,,,AirForce,Navy
false,410,,,,,,AirForce,Wyoming
false,411,,,,,,AirForce,NewMexico
false,412,,,,,,AirForce,NotreDame
false,413,,,,,,AirForce,Army
false,414,,,,,,AirForce,ColoradoState
false,415,,,,,,AirForce,SanDiegoState
false,416,,,,,,Rutgers,Buffalo
false,417,,,,,,Rutgers,VirginiaTech
false,418,,,,,,Rutgers,Pittsburgh
false,419,,,,,,Rutgers,Temple
false,420,,,,,,Rutgers,Navy
false,421,,,,,,Rutgers,BostonCollege
false,422,,,,,,Rutgers,WestVirginia
false,423,,,,,,Rutgers,NotreDame
false,424,,,,,,Rutgers,Syracuse
false,425,,,,,,Georgia,SouthCarolina
false,426,,,,,,Georgia,NewMexicoState
false,427,,,,,,Georgia,Tennessee
false,428,,,,,,Georgia,Vanderbilt
false,429,,,,,,Georgia,Kentucky
false,430,,,,,,Georgia,Florida
false,431,,,,,,Georgia,Auburn
false,432,,,,,,Georgia,Mississippi
false,433,,,,,,Georgia,GeorgiaTech
false,434,,,,,,LouisianaState,Houston
false,435,,,,,,LouisianaState,Auburn
false,436,,,,,,LouisianaState,Tennessee
false,437,,,,,,LouisianaState,Florida
false,438,,,,,,LouisianaState,Kentucky
false,439,,,,,,LouisianaState,MississippiState
false,440,,,,,,LouisianaState,Alabama
false,441,,,,,,LouisianaState,Mississippi
false,442,,,,,,LouisianaLafayette,TexasTech
false,443,,,,,,LouisianaLafayette,Tulane
false,444,,,,,,LouisianaLafayette,LouisianaTech
false,445,,,,,,LouisianaLafayette,NorthTexas
false,446,,,,,,LouisianaLafayette,LouisianaMonroe
false,447,,,,,,LouisianaLafayette,MiddleTennesseeState
false,448,,,,,,Texas,LouisianaLafayette
false,449,,,,,,Texas,Stanford
false,450,,,,,,Texas,Houston
false,451,,,,,,Texas,Oklahoma
false,452,,,,,,Texas,Colorado
false,453,,,,,,Texas,Baylor
false,454,,,,,,Texas,TexasTech
false,455,,,,,,Texas,Kansas
false,456,,,,,,Texas,TexasA&M
false,457,,,,,,Marshall,NorthCarolina
false,458,,,,,,Marshall,Buffalo
false,459,,,,,,Marshall,WesternMichigan
false,460,,,,,,Marshall,Toledo
false,461,,,,,,Marshall,Kent
false,462,,,,,,Marshall,Akron
false,463,,,,,,Marshall,BowlingGreenState
false,464,,,,,,Marshall,MiamiOhio
false,465,,,,,,Marshall,Ohio
false,466,,,,,,Marshall,WesternMichigan
false,467,,,,,,MichiganState,Marshall
false,468,,,,,,MichiganState,NotreDame
false,469,,,,,,MichiganState,Northwestern
false,470,,,,,,MichiganState,Iowa
false,471,,,,,,MichiganState,Wisconsin
false,472,,,,,,MichiganState,Michigan
false,473,,,,,,MichiganState,Illinois
false,474,,,,,,MichiganState,OhioState
false,475,,,,,,MichiganState,Purdue
false,476,,,,,,MichiganState,PennState
false,477,,,,,,MiamiFlorida,Washington
false,478,,,,,,MiamiFlorida,WestVirginia
false,479,,,,,,MiamiFlorida,Rutgers
false,480,,,,,,MiamiFlorida,FloridaState
false,481,,,,,,MiamiFlorida,Temple
false,482,,,,,,MiamiFlorida,LouisianaTech
false,483,,,,,,MiamiFlorida,VirginiaTech
false,484,,,,,,MiamiFlorida,Pittsburgh
false,485,,,,,,MiamiFlorida,Syracuse
false,486,,,,,,MiamiFlorida,BostonCollege
false,487,,,,,,Missouri,MichiganState
false,488,,,,,,Missouri,Nebraska
false,489,,,,,,Missouri,Kansas
false,490,,,,,,Missouri,Texas
false,491,,,,,,Missouri,IowaState
false,492,,,,,,Missouri,Colorado
false,493,,,,,,Missouri,Baylor
false,494,,,,,,Missouri,KansasState
false,495,,,,,,Clemson,Missouri
false,496,,,,,,Clemson,Virginia
false,497,,,,,,Clemson,Duke
false,498,,,,,,Clemson,NorthCarolinaState
false,499,,,,,,Clemson,NorthCarolina
false,500,,,,,,Clemson,GeorgiaTech
false,501,,,,,,Clemson,FloridaState
false,502,,,,,,Clemson,SouthCarolina
false,503,,,,,,NevadaLasVegas,IowaState
false,504,,,,,,NevadaLasVegas,NorthTexas
false,505,,,,,,NevadaLasVegas,BrighamYoung
false,506,,,,,,NevadaLasVegas,AirForce
false,507,,,,,,NevadaLasVegas,Nevada
false,508,,,,,,NevadaLasVegas,ColoradoState
false,509,,,,,,NevadaLasVegas,Wyoming
false,510,,,,,,NevadaLasVegas,Mississippi
false,511,,,,,,NevadaLasVegas,Utah
false,512,,,,,,NevadaLasVegas,NewMexico
false,513,,,,,,NevadaLasVegas,SanDiegoState
false,514,,,,,,WakeForest,NorthCarolina
false,515,,,,,,WakeForest,Clemson
false,516,,,,,,WakeForest,Virginia
false,517,,,,,,WakeForest,Vanderbilt
false,518,,,,,,WakeForest,GeorgiaTech
false,519,,,,,,WakeForest,Duke
false,520,,,,,,WakeForest,FloridaState
false,521,,,,,,WakeForest,Navy
false,522,,,,,,WakeForest,NorthCarolinaState
false,523,,,,,,Indiana,NorthCarolinaState
false,524,,,,,,Indiana,Kentucky
false,525,,,,,,Indiana,Cincinnati
false,526,,,,,,Indiana,Iowa
false,527,,,,,,Indiana,Northwestern
false,528,,,,,,Indiana,Michigan
false,529,,,,,,Indiana,Minnesota
false,530,,,,,,Indiana,PennState
false,531,,,,,,Indiana,Illinois
false,532,,,,,,Indiana,Wisconsin
false,533,,,,,,Indiana,Purdue
false,534,,,,,,OklahomaState,Tulsa
false,535,,,,,,OklahomaState,SouthernMississippi
false,536,,,,,,OklahomaState,Texas
false,537,,,,,,OklahomaState,Missouri
false,538,,,,,,OklahomaState,IowaState
false,539,,,,,,OklahomaState,Colorado
false,540,,,,,,OklahomaState,TexasA&M
false,541,,,,,,OklahomaState,TexasTech
false,542,,,,,,OklahomaState,Baylor
false,543,,,,,,OklahomaState,Oklahoma
false,544,,,,,,OregonState,NewMexico
false,545,,,,,,OregonState,SanDiegoState
false,546,,,,,,OregonState,SouthernCalifornia
false,547,,,,,,OregonState,Washington
false,548,,,,,,OregonState,Stanford
false,549,,,,,,OregonState,UCLA
false,550,,,,,,OregonState,WashingtonState
false,551,,,,,,OregonState,Arizona
false,552,,,,,,OregonState,Oregon
false,553,,,,,,Maryland,Temple
false,554,,,,,,Maryland,WestVirginia
false,555,,,,,,Maryland,MiddleTennesseeState
false,556,,,,,,Maryland,FloridaState
false,557,,,,,,Maryland,Virginia
false,558,,,,,,Maryland,Clemson
false,559,,,,,,Maryland,WakeForest
false,560,,,,,,Maryland,Duke
false,561,,,,,,Maryland,NorthCarolinaState
false,562,,,,,,Maryland,NorthCarolina
false,563,,,,,,Maryland,GeorgiaTech
