isNode,name,x,y,color,community,from,to
true,611,846.3329156530973,587.795140422675,0.8352941274642944/0.5686274766921997/0.38823530077934265,903,,
true,612,1055.5610011989093,478.8295064513654,0.3686274588108063/0.3803921639919281/0.8156862854957581,611,,
true,613,1104.3682660130983,370.24931168513785,0.9176470637321472/0.8901960849761963/0.9137254953384399,23,,
true,-912,752.2698401805545,388.7130426330449,0.7254902124404907/0.03529411926865578/0.13333334028720856,24,,
true,614,467.43401950425414,473.8412004347874,0.5647059082984924/0.3490196168422699/0.48235294222831726,610,,
true,-911,654.783296781243,803.342894256014,0.364705890417099/0.9843137264251709/0.20392157137393951,25,,
true,615,1157.2821249449619,383.3405372751537,0.3843137323856354/0.32549020648002625/0.5254902243614197,26,,
true,-914,752.8088681557681,436.5990128975092,0.16078431904315948/0.8901960849761963/0.7176470756530762,925,,
true,616,639.405108028882,401.0423082218672,0.545098066329956/0.23529411852359772/0.5411764979362488,451,,
true,-913,844.2967218261385,659.6567076805588,0.8901960849761963/0.3137255012989044/0.0313725508749485,117,,
true,617,733.5405041523516,412.6451139505532,0.5215686559677124/0.772549033164978/0.6000000238418579,27,,
true,618,696.172773520343,414.1116269689167,0.7843137383460999/0.6823529601097107/0.8784313797950745,28,,
true,619,1131.3185786014567,381.36009943306783,0.6980392336845398/0.7803921699523926/0.13333334028720856,29,,
true,-910,816.1130409774303,541.4694353893558,0.10196078568696976/0.1921568661928177/0.06666667014360428,388,,
true,-927,747.1382020377206,539.2760612771642,0.3333333432674408/0.08235294371843338/0.054901961237192154,30,,
true,-926,668.5774080299647,447.7473599074709,0.1725490242242813/0.40392157435417175/0.6274510025978088,948,,
true,-929,610.5563573664185,432.06636887022296,0.2549019753932953/0.16470588743686676/0.10980392247438431,31,,
true,-928,635.9728344863048,763.3777316858025,0.6705882549285889/0.5607843399047852/0.4000000059604645,32,,
true,620,793.3881152320685,380.29146429474275,0.7882353067398071/0.572549045085907/0.8980392217636108,33,,
true,621,908.1373555023011,462.94093466668,0.7019608020782471/0.800000011920929/0.6745098233222961,34,,
true,622,616.5909396446896,483.9489728343599,0.4588235318660736/0.3137255012989044/0.4313725531101227,82,,
true,623,1092.8105865900084,339.765903965397,0.21568627655506134/0.9176470637321472/0.9843137264251709,35,,
true,624,1067.4798116090794,443.28704298873527,0.8705882430076599/0.6352941393852234/0.6313725709915161,776,,
true,-923,545.4249084086149,419.14890184631724,0.12156862765550613/0.32549020648002625/0.0313725508749485,36,,
true,625,989.1947856899499,285.5871222402658,0.658823549747467/0.5058823823928833/0.7450980544090271,294,,
true,-922,752.1586609936882,564.5803031734395,0.5960784554481506/0.3686274588108063/0.4627451002597809,181,,
true,626,866.8463790515061,271.1287402011068,0.0470588244497776/0.9450980424880981/0.9254902005195618,720,,
true,-925,764.8190993612752,315.8109575918612,0.9882352948188782/0.29019609093666077/0.8666666746139526,511,,
true,627,1044.745173597528,507.54203052629,0.4000000059604645/0.3333333432674408/0.5607843399047852,37,,
true,-924,847.7495702191468,431.443676566868,0.7098039388656616/0.6980392336845398/0.545098066329956,38,,
true,628,1019.3840081779975,363.577931931108,0.7333333492279053/0.7098039388656616/0.6313725709915161,39,,
true,629,1115.6459015395922,381.1290887044647,0.08235294371843338/0.07058823853731155/0.9803921580314636,40,,
true,-921,843.6134397912449,493.10042108867094,0.5568627715110779/0.5686274766921997/0.7960784435272217,735,,
true,-920,796.8722219683165,460.55362175257454,0.9411764740943909/0.8549019694328308/0.6117647290229797,878,,
true,-938,867.3289891354076,609.4216433026646,0.49803921580314636/0.32156863808631897/0.24705882370471954,41,,
true,-937,740.6635473350185,433.8525949681626,0.40392157435417175/0.4431372582912445/0.5372549295425415,630,,
true,630,825.8009851726645,118.30689296999742,0.5254902243614197/0.2078431397676468/0.21568627655506134,42,,
true,631,768.8177357853411,430.11208440451173,0.6352941393852234/0.45490196347236633/0.5254902243614197,770,,
true,632,907.9834470797917,242.18314240203028,0.6392157077789307/0.5254902243614197/0.8156862854957581,657,,
true,633,938.6631183460131,403.215312405556,0.5333333611488342/0.6549019813537598/0.5372549295425415,43,,
true,634,1009.2930324884273,267.37491487820466,0.8274509906768799/0.6313725709915161/0.9725490212440491,44,,
true,635,889.9600434172016,189.00944935300345,0.0784313753247261/0.07450980693101883/0.7921568751335144,45,,
true,-934,753.947435808113,427.41235079012915,0.2549019753932953/0.13333334028720856/0.27843138575553894,236,,
true,636,773.3943510645806,406.67427143270857,0.3803921639919281/0.01568627543747425/0.24313725531101227,46,,
true,-933,777.6549483165801,479.9494822819198,0.2980392277240753/0.0470588244497776/0.24705882370471954,112,,
true,637,1132.3003853912344,364.1151890106226,0.5529412031173706/0.45490196347236633/0.19607843458652496,47,,
true,-936,928.5861117882389,327.4000331208318,0.8470588326454163/0.9921568632125854/0.8549019694328308,818,,
true,638,1088.8131831415794,351.59001633615344,0.40392157435417175/0.4470588266849518/0.5647059082984924,48,,
true,-935,662.4369758264922,506.4679503195799,0.7647058963775635/0.6000000238418579/0.7647058963775635,498,,
true,639,942.7223909965089,250.11043182854135,0.9058823585510254/0.7058823704719543/0.7058823704719543,167,,
true,-930,631.3213340184751,802.0658896791319,0.8980392217636108/0.8352941274642944/0.7764706015586853,49,,
true,-932,624.9880685582827,574.7824946430775,0.9647058844566345/0.886274516582489/0.24313725531101227,50,,
true,-931,711.420566488945,351.1482873159644,0.0117647061124444/0.2666666805744171/0.1411764770746231,51,,
true,-949,721.2193545051164,511.5435944064768,0.686274528503418/0.03921568766236305/0.9960784316062927,889,,
true,-948,778.9737173601101,451.85850535839694,0.20000000298023224/0.615686297416687/0.6000000238418579,52,,
true,640,862.7928648794034,404.51129034216797,0.3686274588108063/0.38823530077934265/0.09803921729326248,189,,
true,641,1043.9327873036348,451.251037548904,0.007843137718737125/0.239215686917305/0.16078431904315948,563,,
true,642,822.9294193551638,475.858069607282,0.07450980693101883/0.24313725531101227/0.15294118225574493,936,,
true,643,1118.7429985766507,360.2714735644772,0.7529411911964417/0.6627451181411743/0.7176470756530762,53,,
true,644,835.6684960822915,528.4604472078765,0.10196078568696976/0.1921568661928177/0.06666667014360428,388,,
true,645,710.4673936640961,398.3259147991069,0.6352941393852234/0.5764706134796143/0.7333333492279053,360,,
true,646,1044.5985390424628,327.2265899558306,0.7921568751335144/0.019607843831181526/0.7019608020782471,54,,
true,647,912.1400077073517,589.4065500342862,0.4745098054409027/0.6196078658103943/0.43529412150382996,621,,
true,648,841.2145169305704,281.42980391818037,0.0470588244497776/0.9450980424880981/0.9254902005195618,720,,
true,-947,763.2828065516946,412.6600069530603,0.7490196228027344/0.9058823585510254/0.1921568661928177,55,,
true,649,717.3951290286045,425.65251355657864,0.2862745225429535/0.4274509847164154/0.2862745225429535,56,,
true,-946,621.7177625527127,588.3871478197834,0.5176470875740051/0.3803921639919281/0.24705882370471954,57,,
true,-941,862.2747258103917,434.527414071817,0.7843137383460999/0.1921568661928177/0.9764705896377563,439,,
true,-940,602.0872061441179,788.6110533744982,0.4470588266849518/0.43529412150382996/0.686274528503418,58,,
true,-943,774.9278076857898,393.44262352171944,0.37254902720451355/0.2705882489681244/0.10196078568696976,281,,
true,-942,810.3857072732839,661.0598201789994,0.8901960849761963/0.3137255012989044/0.0313725508749485,117,,
true,-959,507.0182132670835,667.191194488827,0.062745101749897/0.4431372582912445/0.32549020648002625,584,,
true,650,1144.2175150971846,353.63603263941457,0.8627451062202454/0.7254902124404907/0.8196078538894653,59,,
true,651,1109.543898224823,342.5769231021844,0.8666666746139526/0.19607843458652496/0.7215686440467834,60,,
true,-950,547.9458269760144,553.7146192722854,0.6117647290229797/0.3450980484485626/0.47058823704719543,231,,
true,652,1122.8613300713373,343.20370867800966,0.25882354378700256/0.1411764770746231/0.29019609093666077,61,,
true,653,870.2667774544302,647.7960331048848,0.8627451062202454/0.16862745583057404/0.10980392247438431,572,,
true,654,1139.3761777100763,340.5564273281659,0.2235294133424759/0.18039216101169586/0.4000000059604645,62,,
true,655,1115.42647320503,323.89254806440846,0.7450980544090271/0.6313725709915161/0.7215686440467834,63,,
true,656,1084.6082816032974,326.7009841516774,0.5529412031173706/0.9372549057006836/0.9529411792755127,64,,
true,657,1027.775599033423,541.0689593920101,0.01568627543747425/0.1725490242242813/0.26274511218070984,307,,
true,658,721.5962420942593,357.69205409158315,0.5607843399047852/0.4745098054409027/0.7490196228027344,156,,
true,-955,782.6420557981814,420.3870276533719,0.8941176533699036/0.9450980424880981/0.8470588326454163,65,,
true,659,924.105781401834,411.93739239264056,0.10980392247438431/0.019607843831181526/0.23529411852359772,404,,
true,-958,527.7747450692477,696.8169126701864,0.04313725605607033/0.9411764740943909/0.2549019753932953,803,,
true,-957,787.9765369451276,560.5085767801985,0.21568627655506134/0.27450981736183167/0.3176470696926117,66,,
true,-951,719.4659184987809,276.0299630082515,0.545098066329956/0.43529412150382996/0.23529411852359772,67,,
true,-954,768.438098970494,397.2907697588055,0.5803921818733215/0.2980392277240753/0.6784313917160034,68,,
true,-953,669.3243432931257,806.5954151046328,0.9450980424880981/0.8078431487083435/0.6705882549285889,69,,
true,660,757.3544145153992,440.913735369119,0.8588235378265381/0.06666667014360428/0.9686274528503418,70,,
true,661,992.3200138582977,335.3388326159972,0.22745098173618317/0.2862745225429535/0.01568627543747425,174,,
true,662,1139.972028684868,305.07430218025456,0.125490203499794/0.239215686917305/0.2705882489681244,71,,
true,-961,676.5681096001215,541.7082469275048,0.1921568661928177/0.4745098054409027/0.3843137323856354,72,,
true,663,1078.8464969067065,294.9927425671957,0.5882353186607361/0.42352941632270813/0.7058823704719543,73,,
true,-960,552.3995967252372,743.6315510926283,0.30980393290519714/0.062745101749897/0.3450980484485626,839,,
true,664,1045.0839870367686,280.426258183655,0.48235294222831726/0.4745098054409027/0.42352941632270813,16,,
true,665,1103.4488932522154,311.9789106414074,0.9529411792755127/0.8588235378265381/0.7686274647712708,74,,
true,666,775.2408388467699,432.4967832725045,0.4274509847164154/0.3294117748737335/0.9725490212440491,824,,
true,667,835.3056017334068,380.0519846077851,0.4941176474094391/0.3607843220233917/0.3921568691730499,338,,
true,668,1083.3662687372257,312.7398839176849,0.8666666746139526/0.95686274766922/0.0235294122248888,75,,
true,-967,884.9521234446133,245.48830235576975,0.5215686559677124/0.7490196228027344/0.8078431487083435,529,,
true,669,1132.459776766855,322.2911400205329,0.9333333373069763/0.27843138575553894/0.9215686321258545,76,,
true,-966,604.0340264577372,532.9113514941669,0.3803921639919281/0.07450980693101883/0.3137255012989044,138,,
true,-969,829.9969183630182,355.989672919997,0.7647058963775635/0.686274528503418/0.9843137264251709,438,,
true,-968,796.2062084804704,645.8984629354179,0.22745098173618317/0.21568627655506134/0.3843137323856354,77,,
true,-963,622.1180319060969,276.6097095303121,0.24705882370471954/0.6235294342041016/0.6509804129600525,78,,
true,-962,674.9122784249245,782.5165994524548,0.8784313797950745/0.572549045085907/0.7215686440467834,79,,
true,-965,736.2461469230159,710.9680289148907,0.7019608020782471/0.7529411911964417/0.9529411792755127,80,,
true,670,898.4926618882045,275.58155938810677,0.5215686559677124/0.7490196228027344/0.8078431487083435,529,,
true,671,951.9590592205338,343.3320345780879,0.8470588326454163/0.9921568632125854/0.8549019694328308,818,,
true,-970,900.4492633493337,359.23097988963957,0.6196078658103943/0.5803921818733215/0.3960784375667572,692,,
true,672,1146.652332013968,327.86694515179295,0.3137255012989044/0.9686274528503418/0.3176470696926117,81,,
true,673,604.1747372192401,66.43870758827268,0.20392157137393951/0.3921568691730499/0.0470588244497776,461,,
true,-972,682.5499012343668,387.549960872126,0.6352941393852234/0.5764706134796143/0.7333333492279053,360,,
true,674,887.8743583614687,508.14622991712554,0.3019607961177826/0.2235294133424759/0.37254902720451355,358,,
true,-971,614.1458731874168,478.88695347265644,0.4588235318660736/0.3137255012989044/0.4313725531101227,82,,
true,675,890.0113048959125,257.9039537306552,0.5215686559677124/0.7490196228027344/0.8078431487083435,529,,
true,676,542.7177071980743,278.2539617555343,0.5137255191802979/0.3176470696926117/0.45490196347236633,83,,
true,677,1094.8082275418874,288.39826536343014,0.8627451062202454/0.6627451181411743/0.8980392217636108,84,,
true,678,1109.9065997060102,285.4544430407324,0.7607843279838562/0.6823529601097107/0.9843137264251709,85,,
true,679,1116.4600511952901,297.31718405602123,0.06666667014360428/0.09803921729326248/0.9686274528503418,86,,
true,-978,725.2701857497858,432.1328333173831,0.03529411926865578/0.33725491166114807/0.26274511218070984,793,,
true,-977,704.8455551463508,714.3988421734733,0.47058823704719543/0.10588235408067703/0.4901960790157318,87,,
true,-979,803.8356275246421,407.0956735752201,0.37254902720451355/0.5882353186607361/0.29019609093666077,416,,
true,-974,772.7723751269588,282.00508693067303,0.529411792755127/0.886274516582489/0.7803921699523926,509,,
true,-973,578.7454895025344,522.2590343713717,0.9450980424880981/0.7764706015586853/0.8784313797950745,910,,
true,-976,806.1569934625076,600.8290154252484,0.6000000238418579/0.48235294222831726/0.3803921639919281,88,,
true,-975,648.0965323842811,522.9818267316999,0.9411764740943909/0.8549019694328308/0.6117647290229797,878,,
true,-509,663.4757405801855,139.78698171514725,0.49803921580314636/0.9529411792755127/0.843137264251709,458,,
true,-508,678.0350888589231,456.99691754859305,0.4941176474094391/0.4274509847164154/0.45098039507865906,89,,
true,680,1095.7545466753472,301.7374637072204,0.95686274766922/0.8588235378265381/0.9843137264251709,90,,
true,681,898.7021299838234,536.5453439838075,0.9529411792755127/0.8039215803146362/0.05098039284348488,91,,
true,682,1131.9350388673402,287.1717921232616,0.33725491166114807/0.27450981736183167/0.42352941632270813,92,,
true,-981,753.1583833844178,487.06560461391024,0.25882354378700256/0.6039215922355652/0.47843137383461,93,,
true,683,817.5690749944055,145.32432351704404,0.772549033164978/0.658823549747467/0.4000000059604645,94,,
true,-980,901.6324515677045,538.0229171897008,0.9529411792755127/0.8039215803146362/0.05098039284348488,91,,
true,200,767.8618886432242,388.2741308588641,0.7254902124404907/0.03529411926865578/0.13333334028720856,24,,
true,684,1124.4734009436252,309.5367303114633,0.686274528503418/0.9490196108818054/0.658823549747467,95,,
true,-983,675.7846672370993,793.7438965099324,0.2235294133424759/0.9725490212440491/0.9529411792755127,96,,
true,201,698.4792920895762,583.6554281661075,0.21960784494876862/0.3529411852359772/0.3490196168422699,97,,
true,685,1066.203606055515,300.1084893588836,0.5803921818733215/0.37254902720451355/0.4313725531101227,98,,
true,-982,811.5992928183882,501.69720250971284,0.3843137323856354/0.364705890417099/0.16470588743686676,282,,
true,202,819.0425842023898,792.2715169556042,0.34117648005485535/0.3450980484485626/0.7372549176216125,99,,
true,686,771.6978161950714,445.66108936051376,0.49803921580314636/0.6117647290229797/0.6078431606292725,622,,
true,203,886.6250578516888,769.3730791639207,0.5529412031173706/0.7333333492279053/0.615686297416687,100,,
true,687,890.3948636409452,617.9989933031954,0.43921568989753723/0.3686274588108063/0.29019609093666077,947,,
true,204,737.2768491181455,577.8251203318903,0.2980392277240753/0.2980392277240753/0.18039216101169586,870,,
true,688,1057.665380645024,251.68037488521574,0.27843138575553894/0.16470588743686676/0.9686274528503418,102,,
true,205,862.5504095194004,759.0028034960158,0.125490203499794/0.1568627506494522/0.5843137502670288,103,,
true,689,800.7459248973383,390.70034622075093,0.729411780834198/0.7137255072593689/0.7490196228027344,447,,
true,206,946.8475004131319,342.7176338636873,0.8470588326454163/0.9921568632125854/0.8549019694328308,818,,
true,-989,674.9960449987759,769.8507297927467,0.6666666865348816/0.6823529601097107/0.6823529601097107,104,,
true,207,895.5355041418593,669.8300929819668,0.5803921818733215/0.9725490212440491/0.8156862854957581,105,,
true,-504,752.096127732641,421.74266795293175,0.48627451062202454/0.24705882370471954/0.25882354378700256,339,,
true,-988,726.3699139161813,409.5408089138133,0.5215686559677124/0.772549033164978/0.6000000238418579,27,,
true,208,715.9434965280087,561.7139310075039,0.9450980424880981/0.9372549057006836/0.1568627506494522,106,,
true,209,775.8349918970116,611.7976906768034,0.062745101749897/0.13333334028720856/0.9725490212440491,587,,
true,-985,760.5968664217407,446.6779636305544,0.8235294222831726/0.9607843160629272/0.9882352948188782,694,,
true,-501,775.5334553063889,255.86165013056862,0.529411792755127/0.886274516582489/0.7803921699523926,509,,
true,-500,802.6274250547342,431.4263055588562,0.4745098054409027/0.6196078658103943/0.43529412150382996,621,,
true,-984,595.7082310396464,298.1895384275357,0.21176470816135406/0.3803921639919281/0.23137255012989044,107,,
true,-503,800.4224892128979,325.41676770053965,0.8784313797950745/0.7019608020782471/0.7960784435272217,596,,
true,-987,796.5966932422788,670.2658086628767,0.24313725531101227/0.4431372582912445/0.5803921818733215,108,,
true,-502,571.2527585507489,230.762495477929,0.6235294342041016/0.0117647061124444/0.9098039269447327,914,,
true,-986,591.0660571026115,329.8790442928434,0.33725491166114807/0.2666666805744171/0.1921568661928177,655,,
true,-519,544.0819568554928,294.00510841770426,0.5137255191802979/0.3176470696926117/0.45490196347236633,83,,
true,690,802.3942307882714,349.71863484473795,0.32156863808631897/0.27843138575553894/0.6313725709915161,544,,
true,691,938.5854890978176,486.21995553035083,0.6313725709915161/0.38823530077934265/0.6549019813537598,109,,
true,692,778.5705291607699,182.75925476532552,0.5333333611488342/0.3921568691730499/0.32156863808631897,892,,
true,693,1074.6740522466407,278.77818993327764,0.9725490212440491/0.8313725590705872/0.886274516582489,110,,
true,210,851.5423685931837,502.86657313519277,0.5568627715110779/0.5686274766921997/0.7960784435272217,735,,
true,694,919.7576067169267,415.22504529776023,0.10980392247438431/0.019607843831181526/0.23529411852359772,404,,
true,-991,898.6202714225496,436.86576269925007,0.7019608020782471/0.800000011920929/0.6745098233222961,34,,
true,211,908.8843596467826,763.6745826245988,0.886274516582489/0.6823529601097107/0.1411764770746231,111,,
true,695,869.1160943312,73.36376002534786,0.7803921699523926/0.7843137383460999/0.8705882430076599,224,,
true,-994,776.7206506955794,472.83351148883446,0.2980392277240753/0.0470588244497776/0.24705882370471954,112,,
true,-510,685.3573316543565,738.3246035315162,0.27450981736183167/0.16078431904315948/0.42352941632270813,0,,
true,212,828.1631047437995,811.7791753121754,0.3137255012989044/0.5215686559677124/0.5058823823928833,113,,
true,696,1022.4558670992276,300.37117516271536,0.6392157077789307/0.6039215922355652/0.6470588445663452,278,,
true,-993,805.5293365379781,644.3821922036716,0.6392157077789307/0.4470588266849518/0.4117647111415863,114,,
true,213,827.7225880348512,423.57614814350836,0.8549019694328308/0.95686274766922/0.9058823585510254,115,,
true,697,1067.3755803949095,345.33975975528705,0.47843137383461/0.5647059082984924/0.6509804129600525,801,,
true,214,530.0812498622169,601.7326556925308,0.6705882549285889/0.6705882549285889/0.4470588266849518,1,,
true,698,742.5828443950019,431.5806565438497,0.40392157435417175/0.4431372582912445/0.5372549295425415,630,,
true,215,1013.9548927068593,597.3244853774743,0.0470588244497776/0.7411764860153198/0.8549019694328308,756,,
true,699,719.4955099140647,337.60648834420834,0.062745101749897/0.9725490212440491/0.6666666865348816,116,,
true,-990,782.8743459973127,651.7459084421738,0.8901960849761963/0.3137255012989044/0.0313725508749485,117,,
true,216,802.333091728202,737.4506924421586,0.18431372940540314/0.2078431397676468/0.05882352963089943,118,,
true,217,849.5915944917682,762.6253823508507,0.3686274588108063/0.7176470756530762/0.5843137502670288,119,,
true,-516,870.0393657748228,577.0070582171884,0.9450980424880981/0.7882353067398071/0.8156862854957581,366,,
true,218,936.3610357338196,704.0084807125127,0.7215686440467834/0.615686297416687/0.9333333373069763,120,,
true,-515,644.1085450123634,501.4851238120472,0.3137255012989044/0.15294118225574493/0.43921568989753723,881,,
true,219,811.1936403898073,702.3331767880123,0.5529412031173706/0.3921568691730499/0.5176470875740051,385,,
true,-518,427.6446971689968,377.25712847285126,0.6352941393852234/0.8666666746139526/0.8235294222831726,934,,
true,-517,685.2892424690492,602.2895060636596,0.6980392336845398/0.6549019813537598/0.062745101749897,121,,
true,-996,686.1478619052575,809.6120312068275,0.2705882489681244/0.9607843160629272/0.0,122,,
true,-512,734.6728872307598,485.0651050872308,0.25882354378700256/0.6039215922355652/0.47843137383461,93,,
true,-511,366.12640410138465,337.42343623499846,0.30980393290519714/0.20392157137393951/0.2705882489681244,123,,
true,-514,363.75426918624987,354.22637999669905,0.4470588266849518/0.6235294342041016/0.2705882489681244,124,,
true,-998,589.5224542628935,371.0404480916592,0.6274510025978088/0.3764705955982208/0.772549033164978,918,,
true,-997,657.138817521875,696.3436704458719,0.7098039388656616/0.5686274766921997/0.5882353186607361,125,,
true,220,851.0908102085605,775.8657222234696,0.6705882549285889/0.027450980618596077/0.9803921580314636,126,,
true,221,813.4199259969305,804.7641638705365,0.2980392277240753/0.9764705896377563/0.3019607961177826,127,,
true,222,889.1406725574103,696.9835503607228,0.8980392217636108/0.21568627655506134/0.05098039284348488,537,,
true,-521,842.2940112090712,331.9940521267102,0.3686274588108063/0.38823530077934265/0.09803921729326248,189,,
true,223,721.8335244670933,551.4245220098577,0.9450980424880981/0.9372549057006836/0.1568627506494522,106,,
true,-520,689.7453059662445,522.9367370193053,0.4274509847164154/0.4901960790157318/0.20392157137393951,128,,
true,224,901.720826301897,776.3390746578968,0.5176470875740051/0.37254902720451355/0.6039215922355652,129,,
true,225,861.1849475507413,699.5668754044889,0.5921568870544434/0.8470588326454163/0.572549045085907,130,,
true,226,842.0954883552786,794.4373109870704,0.9921568632125854/0.7176470756530762/0.7843137383460999,131,,
true,227,769.5461058105964,461.9197759785046,0.9725490212440491/0.6705882549285889/0.11764705926179886,249,,
true,228,742.221838255315,403.3908134000069,0.09803921729326248/0.20000000298023224/0.3921568691730499,235,,
true,-527,1012.9025238923685,441.35302082446356,0.13725490868091583/0.13725490868091583/0.929411768913269,290,,
true,229,833.7634798420794,783.0100652324659,0.13333334028720856/0.2666666805744171/0.2235294133424759,132,,
true,-526,469.0820739783675,357.9131769066295,0.3764705955982208/0.14901961386203766/0.125490203499794,133,,
true,-529,409.8456812960444,350.6445168904075,0.41960784792900085/0.26274511218070984/0.6274510025978088,134,,
true,-523,784.4050783622965,409.7677522004413,0.2980392277240753/0.0470588244497776/0.24705882370471954,112,,
true,-522,641.1881836674255,649.600572162894,0.9450980424880981/0.8980392217636108/0.06666667014360428,602,,
true,-525,511.6995531229509,254.7592183723437,0.6901960968971252/0.5490196347236633/0.7411764860153198,135,,
true,-524,391.45037360784903,344.8118326506333,0.7647058963775635/0.6352941393852234/0.8392156958580017,136,,
true,230,934.2129304254559,736.9368928963379,0.01568627543747425/0.0784313753247261/0.1568627506494522,137,,
true,231,626.8924442022143,521.0565318307347,0.3803921639919281/0.07450980693101883/0.3137255012989044,138,,
true,-530,686.524959582428,429.1622041067825,0.5215686559677124/0.772549033164978/0.6000000238418579,27,,
true,232,931.0339748271235,717.1763574359729,0.4901960790157318/0.5137255191802979/0.2705882489681244,139,,
true,233,743.9227238412299,598.0762147805416,0.2980392277240753/0.2980392277240753/0.18039216101169586,870,,
true,-532,766.0542757562881,505.18828692372676,0.27843138575553894/0.21960784494876862/0.06666667014360428,379,,
true,234,844.921730263895,808.0715142502677,0.8078431487083435/0.8352941274642944/0.6745098233222961,140,,
